,jobId,Industry,Departments,workType
2227,51566831,"Mining, Resources & Energy",Analysis & Reporting,Full Time
2228,51567559,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2229,51568423,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2230,51569125,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
2231,51570201,Science & Technology,Other,Part Time
2232,51570202,Education & Training,Other,Part Time
2233,51575690,Information & Communication Technology,Other,Full Time
2234,51580798,Information & Communication Technology,Business/Systems Analysts,Full Time
2235,51590417,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2236,51602165,Information & Communication Technology,Engineering - Software,Full Time
2237,51605952,"Mining, Resources & Energy",Mining - Exploration & Geoscience,Full Time
2238,51606513,Information & Communication Technology,Engineering - Software,Full Time
2239,51612452,Information & Communication Technology,Other,Full Time
2240,51615450,Information & Communication Technology,Developers/Programmers,Contract/Temp
2241,51616141,Healthcare & Medical,Clinical/Medical Research,Full Time
2242,51617296,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2243,51628888,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
2244,51631553,Information & Communication Technology,Other,Full Time
2245,51633141,Information & Communication Technology,Other,Contract/Temp
2246,51637215,Information & Communication Technology,Consultants,Full Time
2247,51637340,Information & Communication Technology,Other,Full Time
2248,51638007,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2249,51640168,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2250,51645125,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2251,51646224,Information & Communication Technology,Product Management & Development,Full Time
2252,51646226,Government & Defence,Government - Federal,Full Time
2253,51649735,Insurance & Superannuation,Actuarial,Full Time
2254,51655552,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2255,51657493,Banking & Financial Services,Analysis & Reporting,Full Time
2256,51658375,Information & Communication Technology,Database Development & Administration,Full Time
2257,51670651,Information & Communication Technology,Engineering - Software,Full Time
2258,51671232,Information & Communication Technology,Other,Full Time
2259,51673403,Information & Communication Technology,Business/Systems Analysts,Full Time
2260,51675294,Information & Communication Technology,Database Development & Administration,Full Time
2261,51678484,Banking & Financial Services,Analysis & Reporting,Full Time
2262,51678663,Information & Communication Technology,Database Development & Administration,Full Time
2263,51679088,Information & Communication Technology,Consultants,Full Time
2264,51683284,Information & Communication Technology,Developers/Programmers,Full Time
2265,51683817,Information & Communication Technology,Other,Contract/Temp
2266,51698719,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2267,51698906,Information & Communication Technology,Database Development & Administration,Full Time
2268,51701148,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2269,51706335,Science & Technology,Modelling & Simulation,Contract/Temp
2270,51706522,Science & Technology,Modelling & Simulation,Contract/Temp
2271,51706806,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2272,51709285,Information & Communication Technology,Other,Full Time
2273,51711087,Banking & Financial Services,Analysis & Reporting,Full Time
2274,51711167,Information & Communication Technology,Consultants,Full Time
2275,51712980,Information & Communication Technology,Engineering - Software,Full Time
2276,51715008,Information & Communication Technology,Other,Full Time
2277,51715478,Information & Communication Technology,Engineering - Software,Contract/Temp
2278,51719050,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2279,51723569,Information & Communication Technology,Developers/Programmers,Contract/Temp
2280,51723570,Education & Training,Other,Contract/Temp
2281,51723883,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2282,51724579,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2283,51737526,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2284,51738195,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2285,51738271,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2286,51738281,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2287,51740652,Information & Communication Technology,Other,Full Time
2288,51740949,Information & Communication Technology,Other,Full Time
2289,51746514,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2290,51750918,Information & Communication Technology,Developers/Programmers,Contract/Temp
2291,51755624,Information & Communication Technology,Business/Systems Analysts,Full Time
2292,51756034,Information & Communication Technology,Database Development & Administration,Contract/Temp
2293,51757123,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
2294,51757124,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
2295,51760562,Information & Communication Technology,Business/Systems Analysts,Full Time
2296,51762668,Information & Communication Technology,Database Development & Administration,Contract/Temp
2297,51763393,Information & Communication Technology,Engineering - Software,Full Time
2298,51766443,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2299,51767127,Information & Communication Technology,Other,Contract/Temp
2300,51767729,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
2301,51768287,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
2302,51768904,Information & Communication Technology,Developers/Programmers,Full Time
2303,51773022,Information & Communication Technology,Other,Contract/Temp
2304,51773662,Banking & Financial Services,Analysis & Reporting,Full Time
2305,51776887,Information & Communication Technology,Database Development & Administration,Full Time
2306,51780319,Information & Communication Technology,Other,Full Time
2307,51792841,Information & Communication Technology,Consultants,Full Time
2308,51793799,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2309,51797350,Information & Communication Technology,Other,Full Time
2310,51797394,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2311,51799393,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2312,51801909,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
2313,51803457,Information & Communication Technology,Developers/Programmers,Full Time
2314,51807674,Information & Communication Technology,Consultants,Contract/Temp
2315,51812126,Information & Communication Technology,Business/Systems Analysts,Full Time
2316,51819224,Science & Technology,"Environmental, Earth & Geosciences",Full Time
2317,51822199,Information & Communication Technology,Other,Full Time
2318,51822972,Information & Communication Technology,Engineering - Software,Full Time
2319,51826557,Healthcare & Medical,Pharmaceuticals & Medical Devices,Full Time
2320,51829094,Information & Communication Technology,Other,Full Time
2321,51830190,Information & Communication Technology,Engineering - Software,Full Time
2322,51830651,Information & Communication Technology,Engineering - Software,Full Time
2323,51830661,Information & Communication Technology,Engineering - Software,Full Time
2324,51830675,Information & Communication Technology,Engineering - Software,Full Time
2325,51834445,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
2326,51834643,Information & Communication Technology,Consultants,Contract/Temp
2327,51836962,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2328,51841337,Information & Communication Technology,Other,Contract/Temp
2329,51846530,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2330,51856782,Consulting & Strategy,Analysts,Full Time
2331,51863732,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2332,51864332,Consulting & Strategy,Management & Change Consulting,Full Time
2333,51866320,Information & Communication Technology,Other,Full Time
2334,51866822,Information & Communication Technology,Other,Full Time
2335,51871989,"Mining, Resources & Energy",Natural Resources & Water,Full Time
2336,51874764,"Mining, Resources & Energy",Natural Resources & Water,Full Time
2337,51874871,"Mining, Resources & Energy",Natural Resources & Water,Full Time
2338,51874913,"Mining, Resources & Energy",Natural Resources & Water,Full Time
2339,51874936,"Mining, Resources & Energy",Natural Resources & Water,Full Time
2340,51879061,Science & Technology,Modelling & Simulation,Contract/Temp
2341,51879135,Consulting & Strategy,Analysts,Contract/Temp
2342,51879147,Information & Communication Technology,Engineering - Software,Full Time
2343,51885751,Information & Communication Technology,Other,Full Time
2344,51887421,Banking & Financial Services,Funds Management,Full Time
2345,51893631,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2346,51894032,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2347,51897544,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2348,51898862,Information & Communication Technology,Engineering - Software,Full Time
2349,51899220,Information & Communication Technology,Developers/Programmers,Full Time
2350,51902490,Banking & Financial Services,Analysis & Reporting,Full Time
2351,51902597,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2352,51904186,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2353,51906510,Information & Communication Technology,Developers/Programmers,Full Time
2354,51906587,Information & Communication Technology,Developers/Programmers,Contract/Temp
2355,51908751,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
2356,51909178,Information & Communication Technology,Database Development & Administration,Full Time
2357,51915582,Information & Communication Technology,Consultants,Full Time
2358,51919368,Information & Communication Technology,Engineering - Software,Full Time
2359,51921029,Information & Communication Technology,Engineering - Software,Full Time
2360,51922503,Information & Communication Technology,Database Development & Administration,Contract/Temp
2361,51923025,Information & Communication Technology,Business/Systems Analysts,Full Time
2362,51923026,Government & Defence,Government - State,Full Time
2363,51923323,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2364,51924395,Information & Communication Technology,Database Development & Administration,Full Time
2365,51924860,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2366,51925033,Consulting & Strategy,Analysts,Full Time
2367,51928864,Real Estate & Property,Analysts,Full Time
2368,51929754,Information & Communication Technology,Architects,Contract/Temp
2369,51932099,Information & Communication Technology,Engineering - Software,Full Time
2370,51939272,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2371,51940913,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2372,51943241,Science & Technology,Modelling & Simulation,Contract/Temp
2373,51944403,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2374,51947215,Engineering,Other,Full Time
2375,51948677,Engineering,Other,Contract/Temp
2376,51949142,Consulting & Strategy,Analysts,Full Time
2377,51951444,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2378,51956807,Information & Communication Technology,Engineering - Software,Full Time
2379,51958807,Information & Communication Technology,Engineering - Software,Contract/Temp
2380,51959329,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2381,51968296,Information & Communication Technology,Developers/Programmers,Contract/Temp
2382,51976623,Consulting & Strategy,Analysts,Contract/Temp
2383,51984036,Information & Communication Technology,Business/Systems Analysts,Full Time
2384,51986400,Information & Communication Technology,Database Development & Administration,Full Time
2385,51987709,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
2386,51988018,Information & Communication Technology,Engineering - Software,Contract/Temp
2387,51989456,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2388,51991120,Information & Communication Technology,Developers/Programmers,Full Time
2389,51991405,Information & Communication Technology,Business/Systems Analysts,Full Time
2390,51991480,Information & Communication Technology,Developers/Programmers,Full Time
2391,51992641,Information & Communication Technology,Developers/Programmers,Full Time
2392,51992642,Information & Communication Technology,Developers/Programmers,Full Time
2393,51995432,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2394,51998365,Information & Communication Technology,Engineering - Software,Full Time
2395,51998390,Information & Communication Technology,Engineering - Software,Full Time
2396,51998459,Information & Communication Technology,Developers/Programmers,Full Time
2397,51998486,Information & Communication Technology,Developers/Programmers,Full Time
2398,52002743,Information & Communication Technology,Consultants,Full Time
2399,52003293,Information & Communication Technology,Engineering - Software,Full Time
2400,52003659,Science & Technology,"Environmental, Earth & Geosciences",Full Time
2401,52010078,Information & Communication Technology,Business/Systems Analysts,Full Time
2402,52015014,Information & Communication Technology,Database Development & Administration,Full Time
2403,52020555,Information & Communication Technology,Engineering - Software,Full Time
2404,52021783,Information & Communication Technology,Consultants,Contract/Temp
2405,52024128,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2406,52028874,Information & Communication Technology,Other,Full Time
2407,52030101,Information & Communication Technology,Engineering - Software,Full Time
2408,52036202,Information & Communication Technology,Database Development & Administration,Full Time
2409,52037881,Information & Communication Technology,Architects,Contract/Temp
2410,52046945,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2411,52052477,Information & Communication Technology,Developers/Programmers,Full Time
2412,52057327,Information & Communication Technology,Developers/Programmers,Contract/Temp
2413,52057921,Banking & Financial Services,Analysis & Reporting,Full Time
2414,52063591,Information & Communication Technology,Engineering - Software,Full Time
2415,52067440,Information & Communication Technology,Consultants,Full Time
2416,52067499,Information & Communication Technology,Consultants,Full Time
2417,52067548,Consulting & Strategy,Analysts,Full Time
2418,52070998,Healthcare & Medical,Other,Full Time
2419,52072145,Information & Communication Technology,Database Development & Administration,Full Time
2420,52072146,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
2421,52072541,Information & Communication Technology,Other,Contract/Temp
2422,52072560,Information & Communication Technology,Database Development & Administration,Contract/Temp
2423,52074579,Accounting,Accounts Officers/Clerks,Full Time
2424,52077097,Information & Communication Technology,Consultants,Contract/Temp
2425,52077547,Banking & Financial Services,Analysis & Reporting,Full Time
2426,52080142,Banking & Financial Services,Analysis & Reporting,Full Time
2427,52080770,Information & Communication Technology,Engineering - Software,Contract/Temp
2428,52081367,Information & Communication Technology,Developers/Programmers,Contract/Temp
2429,52082072,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2430,52082135,Information & Communication Technology,Developers/Programmers,Contract/Temp
2431,52082560,Science & Technology,Other,Full Time
2432,52082561,Government & Defence,Government - Federal,Full Time
2433,52082742,Information & Communication Technology,Consultants,Contract/Temp
2434,52086095,Information & Communication Technology,Consultants,Full Time
2435,52088405,Information & Communication Technology,Other,Contract/Temp
2436,52088807,Human Resources & Recruitment,Recruitment - Agency,Full Time
2437,52093855,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2438,52095180,Information & Communication Technology,Developers/Programmers,Full Time
2439,52096606,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2440,52097396,Marketing & Communications,Market Research & Analysis,Full Time
2441,52098583,Information & Communication Technology,Engineering - Network,Contract/Temp
2442,52099480,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2443,52102402,Information & Communication Technology,Engineering - Software,Full Time
2444,52105766,Information & Communication Technology,Engineering - Software,Full Time
2445,52107070,Information & Communication Technology,Database Development & Administration,Full Time
2446,52108259,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2447,52110561,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2448,52116660,Information & Communication Technology,Developers/Programmers,Full Time
2449,52116765,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
2450,52116766,Education & Training,Other,Contract/Temp
2451,52116988,Information & Communication Technology,Other,Full Time
2452,52118472,Information & Communication Technology,Developers/Programmers,Full Time
2453,52121904,Information & Communication Technology,Other,Full Time
2454,52121905,Education & Training,Other,Full Time
2455,52121913,Science & Technology,Modelling & Simulation,Contract/Temp
2456,52126507,Information & Communication Technology,Engineering - Software,Full Time
2457,52128039,"Mining, Resources & Energy",Other,Full Time
2458,52129157,Engineering,Systems Engineering,Full Time
2459,52131982,Marketing & Communications,Direct Marketing & CRM,Full Time
2460,52133390,Information & Communication Technology,Other,Contract/Temp
2461,52134776,Consulting & Strategy,Management & Change Consulting,Full Time
2462,52138165,Information & Communication Technology,Team Leaders,Contract/Temp
2463,52138680,Government & Defence,Government - Federal,Contract/Temp
2464,52142611,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2465,52148039,Information & Communication Technology,Business/Systems Analysts,Full Time
2466,52148040,Information & Communication Technology,Business/Systems Analysts,Full Time
2467,52150442,Science & Technology,Quality Assurance & Control,Full Time
2468,52150443,Government & Defence,Government - Federal,Full Time
2469,52153271,Science & Technology,"Mathematics, Statistics & Information Sciences",Casual/Vacation
2470,52153272,Government & Defence,Government - Federal,Casual/Vacation
2471,52153344,Science & Technology,"Mathematics, Statistics & Information Sciences",Casual/Vacation
2472,52153345,Government & Defence,Government - Federal,Casual/Vacation
2473,52153369,Science & Technology,"Mathematics, Statistics & Information Sciences",Casual/Vacation
2474,52153370,Government & Defence,Government - Federal,Casual/Vacation
2475,52153372,Science & Technology,"Mathematics, Statistics & Information Sciences",Casual/Vacation
2476,52153373,Government & Defence,Government - Federal,Casual/Vacation
2477,52153377,Science & Technology,"Mathematics, Statistics & Information Sciences",Casual/Vacation
2478,52153378,Government & Defence,Government - Federal,Casual/Vacation
2479,52153379,Science & Technology,"Mathematics, Statistics & Information Sciences",Casual/Vacation
2480,52153380,Government & Defence,Government - Federal,Casual/Vacation
2481,52153381,Science & Technology,"Mathematics, Statistics & Information Sciences",Casual/Vacation
2482,52153382,Government & Defence,Government - Federal,Casual/Vacation
2483,52154541,Science & Technology,Modelling & Simulation,Contract/Temp
2484,52156709,Information & Communication Technology,Business/Systems Analysts,Full Time
2485,52157477,Information & Communication Technology,Database Development & Administration,Contract/Temp
2486,52157767,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2487,52159611,Information & Communication Technology,Database Development & Administration,Contract/Temp
2488,52159614,Information & Communication Technology,Database Development & Administration,Contract/Temp
2489,52160308,Information & Communication Technology,Consultants,Full Time
2490,52160821,Information & Communication Technology,Developers/Programmers,Full Time
2491,52164095,Marketing & Communications,Direct Marketing & CRM,Full Time
2492,52170971,Information & Communication Technology,Other,Contract/Temp
2493,52175198,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2494,52176388,Information & Communication Technology,Other,Full Time
2495,52177524,Information & Communication Technology,Other,Full Time
2496,52177525,Education & Training,Other,Full Time
2497,52182719,Information & Communication Technology,Engineering - Software,Full Time
2498,52184011,Information & Communication Technology,Engineering - Software,Full Time
2499,52184778,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2500,52186734,Information & Communication Technology,Database Development & Administration,Full Time
2501,52189484,Science & Technology,"Environmental, Earth & Geosciences",Contract/Temp
2502,52189485,Education & Training,Other,Contract/Temp
2503,52189547,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2504,52191971,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
2505,52192892,Information & Communication Technology,Other,Full Time
2506,52192946,Information & Communication Technology,Other,Contract/Temp
2507,52196642,Information & Communication Technology,Developers/Programmers,Full Time
2508,52198966,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2509,52201413,Science & Technology,Modelling & Simulation,Full Time
2510,52201414,Government & Defence,Government - Federal,Full Time
2511,52203637,Information & Communication Technology,Business/Systems Analysts,Full Time
2512,52211129,Consulting & Strategy,Analysts,Full Time
2513,52215813,Science & Technology,Other,Full Time
2514,52215814,Education & Training,Other,Full Time
2515,52216549,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2516,52216550,Government & Defence,Government - Federal,Full Time
2517,52216607,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2518,52216608,Government & Defence,Government - Federal,Full Time
2519,52216609,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2520,52216611,Government & Defence,Government - Federal,Full Time
2521,52216612,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2522,52216613,Government & Defence,Government - Federal,Full Time
2523,52216615,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2524,52216616,Government & Defence,Government - Federal,Full Time
2525,52216621,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2526,52216622,Government & Defence,Government - Federal,Full Time
2527,52216624,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2528,52216625,Government & Defence,Government - Federal,Full Time
2529,52216861,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2530,52219256,Accounting,Compliance & Risk,Full Time
2531,52221752,Information & Communication Technology,Consultants,Full Time
2532,52228204,Information & Communication Technology,Business/Systems Analysts,Full Time
2533,52228235,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
2534,52231596,Information & Communication Technology,Developers/Programmers,Full Time
2535,52232125,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2536,52233370,Information & Communication Technology,Engineering - Software,Full Time
2537,52235593,Insurance & Superannuation,Actuarial,Full Time
2538,52235795,Information & Communication Technology,Engineering - Software,Contract/Temp
2539,52237417,Marketing & Communications,Market Research & Analysis,Full Time
2540,52237418,Government & Defence,Government,Full Time
2541,52237567,Banking & Financial Services,Credit,Full Time
2542,52238651,Marketing & Communications,Direct Marketing & CRM,Full Time
2543,52242472,Information & Communication Technology,Other,Full Time
2544,52247102,Information & Communication Technology,Other,Contract/Temp
2545,52248923,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2546,52249749,Administration & Office Support,Other,Full Time
2547,52249751,Government & Defence,Government - State,Full Time
2548,52251305,Information & Communication Technology,Business/Systems Analysts,Full Time
2549,52251568,Information & Communication Technology,Developers/Programmers,Contract/Temp
2550,52251851,Information & Communication Technology,Business/Systems Analysts,Full Time
2551,52253182,Information & Communication Technology,Database Development & Administration,Full Time
2552,52254492,Human Resources & Recruitment,Consulting & Generalist HR,Full Time
2553,52258055,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2554,52258094,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2555,52258825,Information & Communication Technology,Other,Full Time
2556,52259065,Information & Communication Technology,Business/Systems Analysts,Full Time
2557,52262284,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2558,52264475,Information & Communication Technology,Business/Systems Analysts,Full Time
2559,52265207,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2560,52265278,Information & Communication Technology,Developers/Programmers,Contract/Temp
2561,52265416,Information & Communication Technology,Developers/Programmers,Full Time
2562,52267337,Information & Communication Technology,Engineering - Software,Full Time
2563,52267734,Consulting & Strategy,Analysts,Full Time
2564,52267735,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2565,52267736,Information & Communication Technology,Other,Full Time
2566,52269085,Government & Defence,Government - Federal,Full Time
2567,52270058,Information & Communication Technology,Business/Systems Analysts,Full Time
2568,52270135,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2569,52272209,Information & Communication Technology,Developers/Programmers,Full Time
2570,52274507,Science & Technology,Modelling & Simulation,Contract/Temp
2571,52279802,Science & Technology,Modelling & Simulation,Full Time
2572,52280354,Education & Training,Other,Full Time
2573,52280355,Government & Defence,Government - State,Full Time
2574,52282382,Information & Communication Technology,Other,Full Time
2575,52283013,Information & Communication Technology,Other,Full Time
2576,52285908,Government & Defence,Other,Contract/Temp
2577,52286200,Information & Communication Technology,Other,Contract/Temp
2578,52294511,Marketing & Communications,Market Research & Analysis,Full Time
2579,52294512,Government & Defence,Government,Full Time
2580,52298520,Information & Communication Technology,Other,Full Time
2581,52299811,Information & Communication Technology,Engineering - Software,Full Time
2582,52305419,Information & Communication Technology,Other,Full Time
2583,52305730,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
2584,52309090,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2585,52309091,Education & Training,Other,Full Time
2586,52311199,Information & Communication Technology,Database Development & Administration,Contract/Temp
2587,52312136,Information & Communication Technology,Other,Contract/Temp
2588,52313622,Information & Communication Technology,Product Management & Development,Full Time
2589,52315000,Consulting & Strategy,Analysts,Contract/Temp
2590,52317717,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2591,52321790,Information & Communication Technology,Database Development & Administration,Contract/Temp
2592,52323207,Information & Communication Technology,Other,Contract/Temp
2593,52323622,Information & Communication Technology,Other,Full Time
2594,52323701,Information & Communication Technology,Architects,Full Time
2595,52323963,Information & Communication Technology,Other,Full Time
2596,52324108,Information & Communication Technology,Developers/Programmers,Full Time
2597,52328448,Information & Communication Technology,Engineering - Software,Contract/Temp
2598,52329680,Information & Communication Technology,Database Development & Administration,Contract/Temp
2599,52329695,Information & Communication Technology,Engineering - Software,Contract/Temp
2600,52330689,Information & Communication Technology,Database Development & Administration,Full Time
2601,52331176,Information & Communication Technology,Database Development & Administration,Full Time
2602,52333277,Information & Communication Technology,Database Development & Administration,Full Time
2603,52335343,Banking & Financial Services,Analysis & Reporting,Full Time
2604,52335983,Information & Communication Technology,Other,Contract/Temp
2605,52336529,Information & Communication Technology,Database Development & Administration,Full Time
2606,52337291,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2607,52337307,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2608,52338544,Information & Communication Technology,Developers/Programmers,Full Time
2609,52341491,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2610,52342267,Information & Communication Technology,Management,Full Time
2611,52343968,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
2612,52344033,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
2613,52348926,Accounting,Management Accounting & Budgeting,Full Time
2614,52351425,Marketing & Communications,Direct Marketing & CRM,Full Time
2615,52353214,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2616,52354073,Information & Communication Technology,Consultants,Full Time
2617,52354082,Information & Communication Technology,Consultants,Full Time
2618,52360229,Government & Defence,Government - State,Full Time
2619,52360526,Information & Communication Technology,Developers/Programmers,Full Time
2620,52361374,Science & Technology,"Environmental, Earth & Geosciences",Full Time
2621,52363584,Information & Communication Technology,Other,Part Time
2622,52363617,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
2623,52364435,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2624,52364949,"Mining, Resources & Energy",Analysis & Reporting,Full Time
2625,52366375,Marketing & Communications,Pharmaceuticals & Medical Devices,Full Time
2626,52368345,Information & Communication Technology,Engineering - Software,Contract/Temp
2627,52371667,Information & Communication Technology,Database Development & Administration,Full Time
2628,52376496,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
2629,52379088,Information & Communication Technology,Other,Contract/Temp
2630,52379349,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2631,52379487,Information & Communication Technology,Other,Full Time
2632,52384101,Information & Communication Technology,Developers/Programmers,Full Time
2633,52384149,Information & Communication Technology,Other,Full Time
2634,52386152,Information & Communication Technology,Developers/Programmers,Full Time
2635,52386642,Retail & Consumer Products,Planning,Full Time
2636,52387393,Information & Communication Technology,Other,Contract/Temp
2637,52387860,Information & Communication Technology,Other,Full Time
2638,52388572,Banking & Financial Services,Analysis & Reporting,Full Time
2639,52389592,Healthcare & Medical,Pharmaceuticals & Medical Devices,Full Time
2640,52390374,Banking & Financial Services,Compliance & Risk,Full Time
2641,52392338,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2642,52395969,Information & Communication Technology,Other,Contract/Temp
2643,52401287,Government & Defence,Other,Full Time
2644,52401288,Government & Defence,Government - Federal,Full Time
2645,52401302,Government & Defence,Other,Full Time
2646,52401303,Government & Defence,Government - Federal,Full Time
2647,52401311,Government & Defence,Other,Full Time
2648,52401312,Government & Defence,Government - Federal,Full Time
2649,52401314,Government & Defence,Other,Full Time
2650,52401315,Government & Defence,Government - Federal,Full Time
2651,52401321,Government & Defence,Other,Full Time
2652,52401322,Government & Defence,Government - Federal,Full Time
2653,52401324,Government & Defence,Other,Full Time
2654,52401325,Government & Defence,Government - Federal,Full Time
2655,52401326,Government & Defence,Other,Full Time
2656,52401327,Government & Defence,Government - Federal,Full Time
2657,52401680,Human Resources & Recruitment,Recruitment - Agency,Full Time
2658,52402267,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2659,52406250,Information & Communication Technology,Engineering - Software,Full Time
2660,52407416,Information & Communication Technology,Other,Contract/Temp
2661,52408214,Consulting & Strategy,Analysts,Full Time
2662,52409085,Information & Communication Technology,Developers/Programmers,Full Time
2663,52410083,Information & Communication Technology,Engineering - Software,Full Time
2664,52410656,Education & Training,Research & Fellowships,Full Time
2665,52410657,Education & Training,Other,Full Time
2666,52411496,Information & Communication Technology,Engineering - Software,Full Time
2667,52411640,Information & Communication Technology,Architects,Contract/Temp
2668,52413268,Insurance & Superannuation,Actuarial,Full Time
2669,52415830,Information & Communication Technology,Engineering - Software,Full Time
2670,52415841,Information & Communication Technology,Engineering - Software,Full Time
